Sr. No,Name,Address,Pincode,City,State,Country,Type,admission_capacity,n_beds,latitude_coordinate,longitude_coordinate,gmaps_Latitude,gmaps_Longitude,gmaps_Accuracy,Accrediation,Domains,Contact,data_source_name,Surgical,Notes TJ,latitude_aleesha,longitude_aleesha,Manual Address,Latitude,Longitude
228,Delhi MRI Centre,"2243, Near Prem
 Mandir Wright
 Town Jabalpur
 Tel. No. 0761-
 4017878, 4015868",,Jabalpur,Madhya Pradesh,India,,,,,,23.1636548,79.9246019,GEOMETRIC_CENTER,"Non-
 NABH","Nuclear Medicine (osteology, neurosciences, gastro & hepato biliary,
 genitor urinary, endocrinology, radio isotope therapy, stress/rest
 thallium)","Miss Usha Singh-
 07614017878",CGHS_hospitals,0,,,,"Delhi MRI Centre, 2243, Near Prem
 Mandir Wright
 Town Jabalpur
 Tel. No. 0761-
 4017878, 4015868, Jabalpur, ",23.1636548,79.9246019
229,"Anant Nursing
 Home Pvt. Ltd.","Madan Mahal Railway Station Rd, Wright Town, Jabalpur, Madhya Pradesh",482002,Jabalpur,Madhya Pradesh,India,,,,,,23.16549781,79.92227177,GEOMETRIC_CENTER,NON-NABH,"Recommended for :Anaesthesiology, Emergency Medicine, General
 Medicine,GeneralSurgery,Obst.&Gynaecology,
 Ophthalmology,OrthopaedicSurgery(inclJointreplacement),
 Otorhinolaryngology,Paediatric,Psychiatry,CriticalCare,
 NeurologyNeurosurgery,MedicalOncology,SurgicalOncology,
 Plastic&ReconstructiveSurgery,SurgicalGastroenterology,
 Urology including (Dialysis and lithotripsy)","Shri Gladwin Parera â€“
 9407108045/
 9770107846
 
 Ku.AartiTiwariâ€“
 7879129398",CGHS_hospitals,1,,23.1654978,79.92227176,"Anant Nursing
 Home Pvt. Ltd., Madan Mahal Railway Station Rd, Wright Town, Jabalpur, Madhya Pradesh, Jabalpur, 482002",23.1654784,79.9222821
230,"Deshmukh Dental
 Clinic","Russel Chowk,
 Napier Town,
 Jabalpur
 Tel. No. 0761-
 6537733",,Jabalpur,Madhya Pradesh,India,,,,,,23.164164,79.9358629,GEOMETRIC_CENTER,"NABH
 From
 24.06.2019
 Upto
 23.06.2022",All Available Dental Facilities,"Dr. Ashwin
 Deshmukh â€“
 9827012715
 Shri Kailash Gupta
 â€“ 9202559226",CGHS_hospitals,0,,,,"Deshmukh Dental
 Clinic, Russel Chowk,
 Napier Town,
 Jabalpur
 Tel. No. 0761-
 6537733, Jabalpur, ",23.1642532,79.9357746
231,"Mahakoshal
 Hospital","Gate No. 3, Gau Mata Chowk Opp Nehru Stadium, Wright Town, Jabalpur, Madhya Pradesh",482002,Jabalpur,Madhya Pradesh,India,,,,,,23.16444531,79.92569237,GEOMETRIC_CENTER,NON-NABH,"Recommended for :
 Anaesthesiology,Burns,EmergencyMedicine,GeneralMedicine,
 Geriatrics,GeneralSurgery,ObstetricsandGynaecology,
 Ophthalmology, Orthopaedic Surgery (excluding Joint replacement),
 Otorhinolaryngology, Paediatrics, Psychiatry Respiratory Medicine,
 Day Care Services, Cardiology, Clinical Hematology, Critical Care,
 Medical Gastroenterology, Neurology, Nephrology, Neuro Surgery,
 MedicalOncologySurgicalOncology,GynaecologicalOncology,
 PaediatricSurgery,Plastic&ReconstructiveSurgery,Urology
 including (Dialysis & litotripsy)","Shri Rajneesh Tiwari â€“
 9425863077
 
 
 ShriA.P.Tiwariâ€“
 9179039092",CGHS_hospitals,1,,23.1644453,79.92569236,"Mahakoshal
 Hospital, Gate No. 3, Gau Mata Chowk Opp Nehru Stadium, Wright Town, Jabalpur, Madhya Pradesh, Jabalpur, 482002",23.1682882,79.9237253
232,Trivedi Dental Clinic,"1553 Wright
 Town Satya
 Ashoka Road
 Jabalpur
 2315786,
 2490686,3209777",,Jabalpur,Madhya Pradesh,India,,,,,,23.165233,79.9244689,GEOMETRIC_CENTER,Non-NABH,"Recommended for :-
 General Dentistry Services","Mr. Sunil Kumar
 Senâ€“ 9074248650
 Mr. Shashank
 Sharma8435435439",CGHS_hospitals,0,,,,"Trivedi Dental Clinic, 1553 Wright
 Town Satya
 Ashoka Road
 Jabalpur
 2315786,
 2490686,3209777, Jabalpur, ",23.166451,79.9273427
233,"Infinity Heart
 Institute
","Dixit Pride,2nd & 3rd Floor, Near Taiyabali Petrol Pump, Napier Town, Jabalpur, Madhya Pradesh",482001,Jabalpur,Madhya Pradesh,India,,,,,,23.16589295,79.93899996,GEOMETRIC_CENTER,Non-NABH,"General Medicine, Paediatrics, Day care Services, Cardiac
 Anaesthesia, Cardiology, Cardiothoracic Surgery, Critical Care,
 Neonatoloty.","1.Mr.Abhishek
 Benjamin â€“ 975550114
 
 
 2.Mr.Jitendra Jhariya-
 9575333399",CGHS_hospitals,1,,23.16589295,79.93899995,"Infinity Heart
 Institute
, Dixit Pride,2nd & 3rd Floor, Near Taiyabali Petrol Pump, Napier Town, Jabalpur, Madhya Pradesh, Jabalpur, 482001",23.1657933,79.9388893
234,"Central India
 Kidney Hospital","1572 Wright
 Town Jabalpur
 Tel.No.
 2410222,
 4078520",,Jabalpur,Madhya Pradesh,India,,,,,,23.165995,79.9246089,ROOFTOP,NON-NABH,"Nephrology (Dialysis, Lithotripsy) Urology.","ShriKamleshwar
 Mehto â€“ 9407349816
 
 ShriRaviKhannaâ€“
 8962907664",CGHS_hospitals,0,,,,"Central India
 Kidney Hospital, 1572 Wright
 Town Jabalpur
 Tel.No.
 2410222,
 4078520, Jabalpur, ",23.165995,79.9246089
235,Chhavi Eye Hospital,"2567, Near Telecom Factory Gate No. 2, Wright Town, Jabalpur, Madhya Pradesh",482002,Jabalpur,Madhya Pradesh,India,,,,,,23.16768586,79.922834,GEOMETRIC_CENTER,"NABH
 Valid
 from
 18.02.18
 Upto
 17.02.21","Recommended for :
 General Ophthalmology Services
 Specialised Services: -Cataract/Glaucoma, Retinal Services-
 Medical/surgical, Occuloplasty & Adnexa, Strabismus.","Shri Maninde Yadav
 â€“ 07024711411
 
 Shri Puneet Dubey â€“
 0761-2413544",CGHS_hospitals,1,,23.16768586,79.922834,"Chhavi Eye Hospital, 2567, Near Telecom Factory Gate No. 2, Wright Town, Jabalpur, Madhya Pradesh, Jabalpur, 482002",23.1641827,79.9195544
236,"Jamdar Hospital
 Pvt. Ltd.","816, jamdar hospital, Gole Bazar, Jabalpur, Madhya Pradesh",482002,Jabalpur,Madhya Pradesh,India,,,,,,23.16936243,79.92861452,GEOMETRIC_CENTER,NON-NABH,"Recommended for :
 Anaesthesiology, Dentistry, Emergency Medicine, Family Medicine,
 GeneralMedicine,GeneralSurgery,ObstetricsandGynaecology,
 Ophthalmology, Orthopaedic Surgery (including Joint replacement),
 Otorhinolaryngology,RespiratoryMedicine,Cardiology,
 Nephrology,NeurologyNeuroSurgery,Plastic&Reconstructive
 Surgery.
 NotRecommendedfor:SurgicalOncology,Gynaecological
 Oncology, Rheumatology, Sports Medicine, Geriatrics.","Shri Shalik Nandanwar
 â€“ 9479465691
 
 
 Shri Akhilendra Trivedi
 â€“ 9300160542",CGHS_hospitals,1,,23.16936243,79.92861451,"Jamdar Hospital
 Pvt. Ltd., 816, jamdar hospital, Gole Bazar, Jabalpur, Madhya Pradesh, Jabalpur, 482002",23.169331,79.9286109
237,National Hospital,"Shahid Smarak, 703, Goal Bazar, Near, Hardol Mandir Rd, Wright Town, Jabalpur, Madhya Pradesh",482002,Jabalpur,Madhya Pradesh,India,,,,,,23.17074071,79.92867739,GEOMETRIC_CENTER,NON-NABH,"Recommended for :
 Anaesthesiology,Burns,EmergencyMedicine,FamilyMedicine,
 GeneralMedicine,GeneralSurgery,Obstetrics&
 Gynaecology,Ophthalmology,Orthopadicsurgery(includingJoint
 replacement), Paediatrics, Respiratory Medicine, Cardiology, Clinical
 Hematology,MedicalGastroenterology,Neonatology,Nephrology
 Neurology,NeuroSurgery,MedicalOncology,SurgicalOncology,
 GynaecologicalOncology,PaediatricGastroenterology,Paediatric
 Surgery, Plastic & Reconstructive Surgery Surgical Gastroenterology,
 Urology including (Dialysis and lithotripsy)","ShriRajuRajputâ€“
 9425861820
 
 
 
 Shri Mukesh Mishra â€“
 9301214141",CGHS_hospitals,1,,23.17074071,79.92867739,"National Hospital, Shahid Smarak, 703, Goal Bazar, Near, Hardol Mandir Rd, Wright Town, Jabalpur, Madhya Pradesh, Jabalpur, 482002",23.1707273,79.9286707
238,"Janjyoti Super
 Speciality Eye
 Hospital","1051, gole bazar , near kesharwani college, Jabalpur, Madhya Pradesh",482002,Jabalpur,Madhya Pradesh,India,,,,,,23.17152949,79.92498022,GEOMETRIC_CENTER,"NABH
 Valid
 from
 06.08.17
 Upto
 05.08.20","Recommended for :
 General Ophthalmology Services.
 Specialized Services: -Cataract/Glaucoma, Retinal Services-
 Medical/surgical, Cornea, Occuloplasty & Adnexa, Strabismus.","Shri Ashish Paretkar
 â€“ 9755536066
 
 Shri Amit Gour â€“
 9039248333",CGHS_hospitals,1,,23.17152949,79.92498022,"Janjyoti Super
 Speciality Eye
 Hospital, 1051, gole bazar , near kesharwani college, Jabalpur, Madhya Pradesh, Jabalpur, 482002",23.169369,79.928006
239,"Pandey Hospital
 Private Ltd.","499, North, BeoharBagh, South Civil Lines, Jabalpur, Madhya Pradesh",482002,Jabalpur,Madhya Pradesh,India,,,,,,23.17442966,79.94685353,GEOMETRIC_CENTER,NON-NABH,"Anaesthesiology,Dermatology&Venereology,Dentistry,
 Burns,EmergencyMedicine,GeneralMedicine,General
 Surgery,ObstetricsandGynaecology,Paediatrics,
 Opththalmology,OrthopaedicSurgeryOtorhinolaryngology,
 Psychiatry,CriticalCare,Nephrology,Neurology,
 Neurosurgery(only OPD), Plastic and Reconstructive Surgery.
 
 Not Recommended for:-
 Orthopaedic Surgery (Joint Replacement), Neurosurgery(IPD).","1.Mr.NitinKumar
 Sharma 9713333081
 
 
 
 2MrNarayanPatel
 9669084809",CGHS_hospitals,1,,23.17442966,79.94685353,"Pandey Hospital
 Private Ltd., 499, North, BeoharBagh, South Civil Lines, Jabalpur, Madhya Pradesh, Jabalpur, 482002",23.1744169,79.946834
240,"Dube Surgical &
 Dental Hospital","Ghamapur
 Chowk Jabalpur
 0761-2622919,
 08817125235",,Jabalpur,Madhya Pradesh,India,,,,,,23.1759384,79.9463886,GEOMETRIC_CENTER,"NABH
 Wef
 08.01.18 to
 07.01.21","Dentistry, Oral & Maxilo facial surgery,
 General & Laproscopic Services.","ShriArunChoudhary-
 8989535967
 
 ShriSushilPatelâ€“
 7987516557",CGHS_hospitals,0,,,,"Dube Surgical &
 Dental Hospital, Ghamapur
 Chowk Jabalpur
 0761-2622919,
 08817125235, Jabalpur, ",23.1759384,79.9463886
241,"Seth Mannulal
 Jagannathdas
 Trust Hospital &
 R.C.","Dixitpura Road, Uprainganj, Jabalpur, Madhya Pradesh",482002,Jabalpur,Madhya Pradesh,India,,,,,,23.17939075,79.93155603,GEOMETRIC_CENTER,NON-NABH,"Anaesthesiology, Deitistry, Emergency Medicines, Family Medicine,
 General Medicine, Gen. Surgery Obst. and Gynae, Ophthalmology,
 Orthopaedic Surgery (excluding Joint Replacement) Paediatric, Day
 care , Critical Care, Nephrology.
 ot Recommended for:- Burns, Geriatrics, Psychiatry,
 ardiology,Medical Gastro, Neonatology, Neurology, Neurosurgery,
 urgical Oncology, Gynaecological Oncology,Plastic &
 econstructive Surgery","Mr.R.P.Tiwariâ€“
 9300820128
 
 
 Mr.VishalDixit-
 7247657639",CGHS_hospitals,1,,23.17939075,79.93155603,"Seth Mannulal
 Jagannathdas
 Trust Hospital &
 R.C., Dixitpura Road, Uprainganj, Jabalpur, Madhya Pradesh, Jabalpur, 482002",23.1793729,79.9315748
242,"Shalby Hospital
 in association
 with SMJ Trust","Plot No-5, Street No-5, Ahinsa Chowk, Kanchan Vihar, Vijay Nagar, Jabalpur, Madhya Pradesh",482002,Jabalpur,Madhya Pradesh,India,,,,,,23.18515165,79.90892288,ROOFTOP,"NABH
 Accredited
 Wef
 22.12.2016 to
 21.12.2019
 
 NABL
 Wef
 22.03.2018
 To
 21.03.2020","Clinical Services- Anaesthesiology, Cardiac Anaesthesia, Cardio
 Thoracic Surgery, Cardiology, Critical Care, Dental Science,
 Dermatology, Diabetics, Gastroenterology (Medical & Surgical),
 General Medicine, General Surgery including Laparoscopic Surgery
 and MIS, Neonatology, Nephrology, Neuro Surgery, Neurology,
 Nuclear Med., Obst. and Gynaecology, Oncology (Medical and
 Surgical), Ophthalmology, Orthopaedic Surgery (incl. Arthroscopic
 Surgery), Otorhinolaryngology, Paediatrics, Respiratory Medicine,
 Rheumatology, Urology, Vascular Surgery.
 Laboratory Services â€“ Clinical Biochemistry, Clinical Microbiology
 & Serology, Clinical Pathology, Haematology.
 Diagnostic Services â€“ 2D Echo, Audiometry, Bone Densitometry, CT
 Scanning, DSA LAB, EEG, EMG/EP, Mammography, MRI,
 Spirometry, Tread Mill Testing, Ultrasound, Urodynamic Studies, X-
 ray.
 Transfusions Services- Blood Transfusion
 Support Services - Physiotherapy.","Mr. Jai Ujaone â€“
 9522214341
 
 Mr. Dheerendra
 Vishwakarma â€“
 9575801086
 
 Dr. C.S. Niyogi -
 9575801090",CGHS_hospitals,1,,23.18515165,79.90892288,"Shalby Hospital
 in association
 with SMJ Trust, Plot No-5, Street No-5, Ahinsa Chowk, Kanchan Vihar, Vijay Nagar, Jabalpur, Madhya Pradesh, Jabalpur, 482002",23.1850987,79.9095705
243,"SanilMultispeciality
 Dental Clinic","ParijatBldg.,
 Cherital,
 Saraswati
 Colony Jabalpur
 9584622947
 8962722231",,Jabalpur,Madhya Pradesh,India,,,,,,23.1862031,79.9228185,GEOMETRIC_CENTER,"NABH
 Accreditated
 From
 24.02.2019
 To
 23.02.2022","General Dentistry, Conservative Dentistry and Endodontics,
 Oral & Maxillofacial Surgery(under local Anaesthesia), Oral
 Medicine & Radiology(IOPA), Orthodontics, Periodontology,
 Prosthodontics and Crown, Pedodontics.","Dr. Swapnil
 Agrawal-
 9977446686
 
 Dr. Deepika
 Solanki
 8989450154",CGHS_hospitals,0,,,,"SanilMultispeciality
 Dental Clinic, ParijatBldg.,
 Cherital,
 Saraswati
 Colony Jabalpur
 9584622947
 8962722231, Jabalpur, ",23.1862031,79.9228185
244,"Er.H.N.Nema
 MemorialSuper
 SpecialityHeart
 &CriticalCare
 Hospital","Opp. ISBT Near
 Deendayal
 chowk,ITI
 Road Jabalpur
 7697345555,
 0761-2418955",,Jabalpur,Madhya Pradesh,India,,,,,,23.1937108,79.9129832,GEOMETRIC_CENTER,Non-NABH,Cardiology- Cath Lab,"Shri Manish Swarnkar-
 9303060783
 
 
 Shri Santosh Dahima-
 8319676112",CGHS_hospitals,0,,,,"Er.H.N.Nema
 MemorialSuper
 SpecialityHeart
 &CriticalCare
 Hospital, Opp. ISBT Near
 Deendayal
 chowk,ITI
 Road Jabalpur
 7697345555,
 0761-2418955, Jabalpur, ",23.1685786,79.9338798
245,"Vimal Eye Hospital
 (Unit of Vimal
 Nursing Home)","Main Road
 Adhartal, Jabalpur
 Tel No.:-
 8236834614",,Jabalpur,Madhya Pradesh,India,,,,,,23.198324,79.9468129,GEOMETRIC_CENTER,"Non-
 NABH","General Ophthalmology
 Services
 Specialized Services:-
 Cataract/Glaucoma
 Ratinal Services-Medical
 Strabismus, Occuloplasty & Adnexa","Shri Satish Kumar
 Pathak- 9300111566
 Shri Sitaram Usrathe-
 9893449756",CGHS_hospitals,1,Unable to locate,23.19832,79.94681,"Vimal Eye Hospital
 (Unit of Vimal
 Nursing Home), Main Road
 Adhartal, Jabalpur
 Tel No.:-
 8236834614, Jabalpur, ",23.198324,79.9468129
246,Shubham Dental Clinic,"Near Jain Mandir
 Ranjhi Jabalpur
 Tel No. 0761-
 4001600 Mo.
 9300161600",,Jabalpur,Madhya Pradesh,India,,,,,,23.2007305,80.0013683,GEOMETRIC_CENTER,Non-NABH,"Recommended for :
 General Dentistry Services","Dr. Taranjeet Singh
 Gujral 9300161600
 Dr. Prasanna
 Pathak 8871882273",CGHS_hospitals,0,,,,"Shubham Dental Clinic, Near Jain Mandir
 Ranjhi Jabalpur
 Tel No. 0761-
 4001600 Mo.
 9300161600, Jabalpur, ",23.195095,79.9965742
247,Heritage Hospitals,"Lanka, Varanasi, Uttar Pradesh",221005,Varanasi,Uttar Pradesh,India,,,,,,25.2789517,83.0030407,GEOMETRIC_CENTER,,"Anaesthesiology, Dermatology and Venereology, General Medicine, General Surgery, Obstetrics and Gynecology, Ophthalmology,Orthopaedic Surgery, Otorhinolaryngology, Paediatrics, Psychiatry, Respiratory Medicine, Dental Services, Cardiology, Medical Gastroenterology, Nephrology, Neurology, Neurosurgery, Paediatric Surgery, Plastic and Reconstructive Surgery, Urology. Diagnostic Services CT Scanning, MRI, Ultrasound, X-Ray, 2D Echo, Audiometry, EEG, EMP/EP, Holter Monitoring, Spirometry, Tread Mill Testino. Laboratory Services Clinical Bio-Chemistry, Clinical Microbiology and Serology, Clinical Pathology, Cytopathology, Haematology, Histopathology.  Pharmacy Dispensary. Transfusions Services Blood Bank, Blood Transfusions services. Professions Allied to Medicine Ambulance, Dietetics, Physiotherapy, Occupational Therapy, Speech and Language Therapy. ",1. Dr. D. N. Singh(9839083686),CGHS_hospitals,1,,25.27895,83.00304,"Heritage Hospitals, Lanka, Varanasi, Uttar Pradesh, Varanasi, 221005",25.2789163,83.0030406
248,"Popular Medicare Ltd,","N 10/62, A-2, DLW Road, Kakarmatta, Varanasi.",,Varanasi,Uttar Pradesh,India,,,,,,25.282841,82.980879,ROOFTOP,,"Laboratory Services Clinical Pathology. Pharmacy Dispensary Transfusions Services Blood Bank, Blood Transfusions Services.Professions Allied to Medicine",Name Of Nodal Officer 1. Dr. Sudheer Maurya (9519003330) 2. Mr. Soun Rai (9519010002) Mail id. 1. corporate.varanasi@popularhospital.com 2. corporatepmlvns@gmail.com,CGHS_hospitals,0,,,,"Popular Medicare Ltd,, N 10/62, A-2, DLW Road, Kakarmatta, Varanasi., Varanasi, ",25.282841,82.980879
249,Apex Hospital,"DLW Road, Hydel Rd, Anand Vihar Colony, Kailashpuri Colony, Varanasi, Uttar Pradesh",221004,Varanasi,Uttar Pradesh,India,,,,,,25.28319411,82.96851564,GEOMETRIC_CENTER,,"Clinical Services
 Anaesthesiology, Cardiac Anaesthesia, Cardiology, Cardiothoracic Surgery, Clinical, Haematology, Critical
 Care Unit, Day Care Services, Emergency
 Medicine, Family Medicine, General Medicine, General Surgery, Hepatology, Hepato-Pancreato-Biliary
 Surgery, Medical Gastroenterology,
 Neonatology, Nephrology, Neurology, Neuro-Radiology, Neurosurgery, Nuclear Medicine, Obstetrics and
 Gynecology, Oncology (Medical, Radiation &
 Surgical), Ophthalmology, Orthopaedic Surgery, Paediatric Cardiology, Paediatric, Gastroenterology,
 Paediatric Surgery, Paediatrics, Plastic and
 Reconstructive Surgery, Respiratory Medicine, Rheumatology, Sports Medicine, Surgical Gastroenterology,
 Urology, Vascular Surgery.
 Diagnostic Services
 2D Echo, CT Scanning, EEG, EMG/EP, Gamma Camera, Holter Monitoring, Mammography, PET, Tread
 Mill Testing, Ultrasound, X-Ray.
 Laboratory Services
 Clinical Bio-Chemistry, Clinical Pathology, Haematology,
 Pharmacy
 Dispensary.
 Transfusions Services
 Blood Bank, Blood Transfusions services.
 Professions Allied to Medicine
 Ambulance, Dietetics, Physiotherapy.",1. Dr. SWAROOP PATEL (9453040970)2. Mr. ANUJ SINGH (9119601991) 1. apex.vns@gmail.com 2. anujvaranasiindia@gmail.com,CGHS_hospitals,1,,25.28316,82.96851,"Apex Hospital, DLW Road, Hydel Rd, Anand Vihar Colony, Kailashpuri Colony, Varanasi, Uttar Pradesh, Varanasi, 221004",25.2831671,82.9685275
250,"Samvedna Hospital,","B22./88-G, RAVINDRA PURI NEW COLONY,VARANASI.",221005,Varanasi,Uttar Pradesh,India,,,,,,25.29659,83.001258,GEOMETRIC_CENTER,,"NEUROLOGY, NEUROSURGERY, UROLOGY (INCLUDING DIALYSIS AND GENERAL SURGERY, ORTHOPAEDIC SURGERY (INCLUDING JOINT REPLACEMENT), RESPIRATORY MEDICINE, DAY CARE SERVICES, CRITICAL CARE, MEDICAL GASTROENTEROLOGY, NEPHROLOGY, ANAESTHESIOLOGY, EMERGENCY MEDICINE, GENERAL MEDICINE,","1.
 Mr. Ravi (8573027166) 2.
 Mr. Sumit (7706999111) Mail id. 1.
 sumitnandi99@gmail.com 2.
 samvednahospitalvns@gmail.com",CGHS_hospitals,1,,25.29659,83.001258,"Samvedna Hospital,, B22./88-G, RAVINDRA PURI NEW COLONY,VARANASI., Varanasi, 221005",25.2968165,83.0014504
251,"ASG Hospital Pvt. Ltd.,","Ground Floor, Corporate Plaza, Near A.G.R Automobile, Rathyatra - Mahmoorganj Road, Gopal Vihar Colony, Mahmoorganj, Varanasi, Uttar Pradesh",221010,Varanasi,Uttar Pradesh,India,,,,,,25.3057691,82.9845775,GEOMETRIC_CENTER,,"Specialised Services: Cataract/Glaucoma, Retina â€“ Medical/Surgical, Cornea, Occuloplasty & Adnexa, Strabismus",1. Dr. PRATYUSH RANJAN (9807988146) 2. Mr. VIRENDRA RATHORE (8875020446)1. varanasi@asgeyehospital.com2. empanelment.asg@gmail.com,CGHS_hospitals,1,,25.3057691,82.9845775,"ASG Hospital Pvt. Ltd.,, Ground Floor, Corporate Plaza, Near A.G.R Automobile, Rathyatra - Mahmoorganj Road, Gopal Vihar Colony, Mahmoorganj, Varanasi, Uttar Pradesh, Varanasi, 221010",25.3057697,82.9841102
252,"Purvanchal Netralaya Retina Care Center,","C-21/1-41, Lajpat Nagar Maldahiya Crossing, Varanasi",221001,Varanasi,Uttar Pradesh,India,,,,,,25.3239764,82.992631,GEOMETRIC_CENTER,,"General Services Specialised Services: Cataract/Glaucoma, Retina â€“ Medical/Surgical, Cornea, Occuloplasty & Adnexa, Strabismus",1. Dr. Akhilesh Kumar (9935780022) 2. Mr. Jyoti Kumar Srivastava(9455152694) Mail id. 1. dr.akhil1@yahoo.com,CGHS_hospitals,1,,25.3239764,82.992631,"Purvanchal Netralaya Retina Care Center,, C-21/1-41, Lajpat Nagar Maldahiya Crossing, Varanasi, Varanasi, 221001",25.3230513,82.9931799
253,"Mahashweta Hospital Pvt. Ltd,","Maqbool Alam Rd, near Oriental Bank, Chaukaghat, Varanasi, Uttar Pradesh",221001,Varanasi,Uttar Pradesh,India,,,,,,25.340118,82.992042,GEOMETRIC_CENTER,,"Clinical Services â€“Anesthesiology, Emergency Medicine, General medicine , General Surgery (Including Laparoscopy), Otorhinolaryngology, Obstetrics & Gynecology, Orthopedic Surgery, Pediatrics, Respiratory Medicine, Critical care, Medical Gastroenterology, Nephrology, Neurology, Oncology (Medical), Plastic and Diagnostic Services â€“ Ultrasound, X-Ray, ECG Laboratory Services â€“ Clinical Pathology. Pharmacy â€“ Dispensary. Professions Allied to Medicine â€“ Ambulance, Dietetics, Physiotherapy Clinical Services  Cardiology, Dermatology and Venereology, Emergency Medicine, General Medicine, General Surgery, Laparoscopic Surgery, Medical Gastroenterology, Nephrology, Neurology, Neurosurgery,Obstetrics and Gynecology, Oncology (Medical & Surgical), Otorhinolaryngology ENT), Paediatrics, Plastic and Reconstructive Surgery, Psychiatry, Respiratory Medicine, Urology. Diagnostic Services 2D Echo, CT Scanning, ECG, EEG, Holter Monitoring, Mammography, MRI, Tread Mill Testing, Ultrasound, X-Ray",,CGHS_hospitals,1,,25.340118,82.992042,"Mahashweta Hospital Pvt. Ltd,, Maqbool Alam Rd, near Oriental Bank, Chaukaghat, Varanasi, Uttar Pradesh, Varanasi, 221001",25.340849,82.9923808
254,"Shubham Hospital,","S-8/108-F-5A Maqbool Alam Road, Sudhakar Rd, Near Laxmi Memorial Children's Hospital, Varanasi, Uttar Pradesh",221002,Varanasi,Uttar Pradesh,India,,,,,,25.34389119,82.98819271,GEOMETRIC_CENTER,,"Anaesthesiology, Cardiologym, Cardiothoracic Surgery,Cosmetic/Plastic Surgery, Critical Care, Dental Clinical Services Services, Emergency Medicine, ENT, General Medicine, General Surgery, Nephrology Neuro Surgery, Neurology, Ophthalmology, Orthopaedic Surgery, Orthopedics, Paediatric, Respiratory Medicine, Urology Diagnostic Services 2D Echo, CT Scanning, DSA Lab, EEG, Holter Monitoring, Spirometry, Tread Meal Testing, Ultrasound, X- Ray Laboratory Services Clinical Bio-Chemistry, Clinical Microbiology and Serology, Clinical Pathology, Haematology Pharmacy Dispensary","Mr. Bhupendra Pandey(7860828384) Email-id 1.
 shubhamkhajuri@gmail.com
 Dr. Naveen Kumar Singh(9415990143)",CGHS_hospitals,1,,25.34389119,82.98819271,"Shubham Hospital,, S-8/108-F-5A Maqbool Alam Road, Sudhakar Rd, Near Laxmi Memorial Children's Hospital, Varanasi, Uttar Pradesh, Varanasi, 221002",25.340818,82.99225
255,"Hari Bandhu Hospital Pvt. Ltd.,","Ashok Vihar Road, Panchkroshi Chauraha, Paigamberpur, Varanasi, Uttar Pradesh",221007,Varanasi,Uttar Pradesh,India,,,,,,25.35016928,83.02265633,GEOMETRIC_CENTER,,"Obstetrics & Gynecology, Ophthalmology, Orthopedic Surgery, Otorhinolaryngology, Pediatrics, Plastic and Reconstructive Surgery. Pharmacy, Dispensary Laboratory Services , Clinical Pathology. Emergency Medicine, General medicine , General Surgery, Neurosurgery,",1. Dr. S. N. Yadav (9415085373) 2. Mr. Akhilesh Ku. Yadav(9838981139) 1. haribandhuhospital@gmail.com,CGHS_hospitals,1,,25.35016928,83.02265633,"Hari Bandhu Hospital Pvt. Ltd.,, Ashok Vihar Road, Panchkroshi Chauraha, Paigamberpur, Varanasi, Uttar Pradesh, Varanasi, 221007",25.3542689,83.0237789
