Sr. No,Name,Address,Pincode,City,State,Country,Type,admission_capacity,n_beds,latitude_coordinate,longitude_coordinate,gmaps_Latitude,gmaps_Longitude,gmaps_Accuracy,Accrediation,Domains,Contact,data_source_name,Surgical,Notes TJ,latitude_aleesha,longitude_aleesha,Manual Address,Latitude,Longitude,Postcode_py,address_py,Manual Score,Levenshtein Distance,Jaro Wrinkler Distance,Jaccard Distance,Cosine Distance,Monge Elkan Distance,BWTRLENCD Distance,Monge Elkan Distance*10,Auto Score
283,PRACHI HOSPITAL PVT. LTD.,"105, National Highway 96, Sector-C, Shantipuram, Phaphamau, Uttar Pradesh",211013,Allahabad,Uttar Pradesh,India,,,,,,25.5274382,81.8535822,GEOMETRIC_CENTER,,"ANAESTHESIOLOGY,
 DENTISTRY,EMERGENCY
 MEDICINE, GENERAL MEDICINE,
 GENERALSURGERY,
 OBSTETRICSAND
 GYNAECOLOGY,
 OPHTHALMOLOGY,
 ORTHOPAEDICSURGERY
 (INCLUDINGJOINT
 REPLACEMENT),
 OTORHINOLARYNGOLOGY,
 PAEDIATRICS,RESPIRATORY
 MEDICINE,DAYCARE
 SERVICES,CARDIOLOGY,
 CRITICALCARE,
 NEONATOLOGY,NEPHROLOGY,
 NEUROLOGY,NEUROSURGERY,
 UROLOGY(INCLUDING
 DIALYSISANDLITHOTRIPSY),
 VASCULAR SURGERY.","1.
 9839191252
 2.
 7607605566",CGHS_hospitals,1,,25.5274382,81.8535822,"PRACHI HOSPITAL PVT. LTD., 105, National Highway 96, Sector-C, Shantipuram, Phaphamau, Uttar Pradesh, Allahabad, 211013",25.528314,81.8551681,211013,"Shantipuram, Phaphamau, Soraon, Prayagraj District, Uttar Pradesh, 211013, India",,0.294117647,0.655182073,0.579365079,0.748177056,0.00321305,0.094827586,0.032130499,0.559348048
285,Hayat Hospital,"Kahilipara Main Rd, Odalbakra, Kahilipara, Guwahati, Assam",781034,Guwahati,Assam,India,,,,,,26.1390902,91.7462166,GEOMETRIC_CENTER,NABH,"Cardiology & Cardiac Surgery,
 Trauma & Emergency,
 Neurology & Neurosurgery,
 Nephrology & Urology,
 Orthopedics& Joint
 Replacement, gastroenterology
 & GI Surgery, General &
 Laparoscopic Surgery Critical
 Care Diabetes Internal
 Medicines, pediatrics, Cath
 Lab, MR[,128 Slice CT Scan,
 Digital X-Ray, Dialysis,
 Physiotherapy, Pathology,
 Radiology, ICU & Emergency
 Department & All other
 available facilities",SONALI DAS,CGHS_hospitals,1,,26.1390902,91.7462166,"Hayat Hospital, Kahilipara Main Rd, Odalbakra, Kahilipara, Guwahati, Assam, Guwahati, 781034",26.1390902,91.7462166,781034,"Hayat Hospital, Kamrup, Lal Ganesh Road, Ganapati Nagar, Lalganesh, Dispur, Kamrup Metropolitan District, Assam, 781034, India",,0.396825397,0.839891658,0.626865672,0.780189498,0.005139414,0.111111111,0.05139414,0.657346684
286,Down Town Hospital,"GS Rd, Bormotoria, Guwahati, Assam",781006,Guwahati,Assam,India,,,,,,26.1391639,91.7993515,GEOMETRIC_CENTER,NABH Accredited,"Laboratory Facilities
 Biochemistry, Microbiology
 Imaging Facilities, Cardiology
 & CTVs, Renal
 Transplantation'
 Hemodialysis, Urology'
 Urosurgery, Lithotripsy
 Orthopedic Joint
 Replacement, Neurosurgery
 Gastro-enterology, Obstetrics
 & Gynecology, E.N.T'
 Oncology, Endoscopic
 /Laparoscopic Surgery &
 All other available facilities","HIMANTA SHARMA
 M.No.9864188039
 7002957701",CGHS_hospitals,1,,26.1391639,91.7993515,"Down Town Hospital, GS Rd, Bormotoria, Guwahati, Assam, Guwahati, 781006",26.1391639,91.7993515,781006,"Down Town Hospital Ltd., Mahapurush Srimanta Sankardeva Path, Super Market, Dispur, Kamrup Metropolitan District, Assam, 781006, India",,0.343283582,0.69508361,0.450704225,0.65157037,0.006462191,0.096774194,0.064621914,0.564361777
288,"ASG Eye Care
 A unit of ASG Hospital
 Pvt. Ltd","Shubham Redstone, First Floor, G.S. Road, Down Town, Bormotoria, Guwahati, Assam",781006,Guwahati,Assam,India,,,,,,26.13821934,91.80046541,GEOMETRIC_CENTER,Non NABH,Exclusive Eye Care Centre,"LOHIT GOSWAMI
 M.No.9101245315",CGHS_hospitals,1,,26.138219,91.80046541,"ASG Eye Care
 A unit of ASG Hospital
 Pvt. Ltd, Shubham Redstone, First Floor, G.S. Road, Down Town, Bormotoria, Guwahati, Assam, Guwahati, 781006",26.1376956,91.7996818,781006,"Apollo Diabetes Care, Mahapurush Srimanta Sankardeva Path, Jaya Nagar, Super Market, Dispur, Kamrup Metropolitan District, Assam, 781006, India",,0.212328767,0.656482831,0.553763441,0.712841176,0.0028617,0.037313433,0.028617001,0.520916496
289,"Imperial Hospital &
Research Centre","Near Main St, Shastri Nagar, Jaipur, Rajasthan",302016,Jaipur,Rajasthan,India,,,,,,26.94495881,75.79699194,ROOFTOP,NON-NABH,"Medicine,CriticalCare,Pediatrics,GeneralSurgery,Gynecology&
Obstetrics, Orthopedics, Ophthalmology, Dermatology, Dentistry, as well
asArthroscopy,Neurosurgery,Gastro-enterology,GISurgery,ENT,
Laparoscopic Surgery, Endoscopic Surgery and all available facilities.
Lab : Microbiology, Biochemistry, Pathology & Imaging.","2300111
2302300, Dr. Ajit Singh, 9785020050",CGHS_hospitals,1,,26.944958,75.7969919,"Imperial Hospital &
Research Centre, Near Main St, Shastri Nagar, Jaipur, Rajasthan, Jaipur, 302016",26.9539477,75.7923261,302001,"Nehru Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur District, Rajasthan, 302001, India",,0.271028037,0.697903227,0.68852459,0.816149652,0.004693399,0.182795699,0.046933986,0.603096867
290,"Narayana
 Superspeciality
 Hospital","Civil Hospital Complex Greenland Restaurant Tularam Bafna, Amingaon, Guwahati, Assam",781031,Guwahati,Assam,India,,,,,,26.2077803,91.6776654,GEOMETRIC_CENTER,NABH Accredited,"Cardiology & Cardiac Surgery,
 Trauma & Emergency,
 Neurology & Neurosurgery,
 Nephrology & Urology,
 Orthopedics& Joint
 Replacement, gastroenterology
 & GI Surgery, General &
 Laparoscopic Surgery Critical
 Care Diabetes Internal
 Medicines, pediatrics, Cath
 Lab, MR[,128 Slice CT Scan,
 Digital X-Ray, Dialysis,
 Physiotherapy, Pathology,
 Radiology, ICU & Emergency
 Department & All other
 available facilities","SUKALYAN SARMA
 M.No.8811077610",CGHS_hospitals,1,,26.2077803,91.6776654,"Narayana
 Superspeciality
 Hospital, Civil Hospital Complex Greenland Restaurant Tularam Bafna, Amingaon, Guwahati, Assam, Guwahati, 781031",26.1846572,91.6672238,781012,"NH427, Amingaon, North Guwahati (Pt), Kamrup Metropolitan District, Assam, 781012, India",,0.230215827,0.604445794,0.503311258,0.687171052,0.003234822,0.107692308,0.032348222,0.514907392
291,"Vasundhara Hospital
Limited","Nandanvan, Sector 11, Near Central Academy School, Chopasni Housing Board, Jodhpur, Rajasthan",342008,Jodhpur,Rajasthan,India,,,,,,26.2661049,72.9786416,GEOMETRIC_CENTER,Non-NABH,"Generalmedicine,GeneralSurgery&obstetricsandGynaecology,
Paediatrics,OrthopaedicsexcludingJointReplacement,ICU&Critical
CareUnits,ENT,OphthalmologyLaboratory:Haematology,
Histopathology,Biochemistry,Microbiology,Serology,Specialised
Services:Cardiology(ConsultationandDiagnostics)Interventional
Cardiology,Cardiothoracicsurgery,Urology,Oprthopaedicsurgery
includingJoinreplacementandarthroscopicsurgery,Neuromedicines,
Gastroenterology,Endocrinology,RespiratoryDiseases,Plastic&
ReconstructiveSurgery,PaediatricSurgery,Oncosurgery,Fertility&
AssistedReproduction,SpecialisedDentalProcedures(OralMaxillo
Facial Surgery), Radio Diagnosis & Imaging: X-ray, Mammography, USG.","0291 -
2710401 - 402
|  2709001 -
9002, Mr. Sanjay
Shinde
Mr. Vikas
Panwar, 9051088404
8890287739",CGHS_hospitals,1,,26.2661049,72.9786416,"Vasundhara Hospital
Limited, Nandanvan, Sector 11, Near Central Academy School, Chopasni Housing Board, Jodhpur, Rajasthan, Jodhpur, 342008",26.2662498,72.9791056,342008,"Nandanvan, Jodhpur, Jodhpur Tehsil, Jodhpur District, Rajasthan, 342008, India",,0.28057554,0.655975536,0.517482517,0.710684786,0.003157186,0.158730159,0.031571865,0.557341285
292,CENTRE FOR SIGHT,"562, 7th C Rd, Near Satsang Bhawan, Sardarpura, Jodhpur, Rajasthan",342003,Jodhpur,Rajasthan,India,,,,,,26.27618279,73.00768132,ROOFTOP,Non-NABH,EXCLUSIVE EYE HOSPITAL,"9001091992, MR. SASHI
RANJAN, 9001091992",CGHS_hospitals,1,,26.27618279,73.00768132,"CENTRE FOR SIGHT, 562, 7th C Rd, Near Satsang Bhawan, Sardarpura, Jodhpur, Rajasthan, Jodhpur, 342003",26.2761606,73.0076892,342001,"Jodhpur, Jodhpur Tehsil, Jodhpur District, Rajasthan, 342001, India",,0.267326733,0.587106054,0.5,0.680753588,0.004019214,0.197802198,0.040192138,0.537316815
293,DESUN Hospital,"beside Medical College, Siliguri, West Bengal",734012,Siliguri,West Bengal,India,,,,,,26.68563764,88.39603634,GEOMETRIC_CENTER,QCI recommended,General,,CGHS_hospitals,1,,26.68563764,88.39603634,"DESUN Hospital, beside Medical College, Siliguri, West Bengal, Siliguri, 734012",26.7271012,88.3952861,734010,"Al Lazeez Biryani, Matigara, Matigara block, Darjeeling District, West Bengal, 734010, India",,0.326086957,0.638778712,0.526785714,0.692061281,0.00536773,0,0.053677295,0.536283971
294,Suraksha Diagnostic,"15/10, Udham Singh Sarani, Ashram Para (Opp LIC Building), Sevoke Road, Siliguri - 734401",,Siliguri,West Bengal,India,,,,,,26.7237493,88.4300532,GEOMETRIC_CENTER,NABL,Diagnostic Centre,,CGHS_hospitals,0,,,,"Suraksha Diagnostic, 15/10, Udham Singh Sarani, Ashram Para (Opp LIC Building), Sevoke Road, Siliguri - 734401, Siliguri, ",26.7228411,88.4336303,734001,"Siliguri, Matigara block, Darjeeling District, West Bengal, 734001, India",,0.262295082,0.621240362,0.455223881,0.646380862,0.003392905,0.07826087,0.033929051,0.514885328
296,"Narayana Hrudayalaya
Limited","Kumbha Marg, Rana Sanga Marg, Sector 28, Sanganer, Pratap Nagar, Jaipur, Rajasthan",302033,Jaipur,Rajasthan,India,,,,,,26.7949218,75.8247122,GEOMETRIC_CENTER,"NABH : 13.01.2019
to 12.01.2022
NABL: 07.11. 2018
to 06.11. 2020","NABH:Anesthesiology,Cardiology,CardiothoracicSurgery,Critical&
IntensiveCare,DermatologyandVenerology(OPD),Emergency
Medicine,Endocrinology,Gastro&HepatobiliarySurgery,General
Surgery,InternalMedicine,MedicalGastroenterology,Nephrology,
Neurology including Interventional Neurology, Neurosurgery, Obstetrics
andGynaecology,Oncology(Medical,Surgical),Opthalmology(OPD),
OrthopaedicSurgeryincludingJointReplacement&Arthroscopic
Surgery, Otorhinolarynology,Paediatrics including Neonatology, Plastic
andReconstructiveSurgery,Psychiatry(OPD)Pulmonology,Radiology
(Interventional)Rheumatology,Transplantationservices(Renal),
Urology, Vascular Surgery,
LaboratoryServices:ClinicalBio-chemistry,ClinicalMicrobiologyand
Serology,ClinicalPathology,Cytopathology,Haematology,
Histopathology
Diagnostic Services : 2D Echo, Bronchoscopy, CT Scanning , ECG, EEG,
EMG/EP, HoiterMonitoring,Mammography,MRI, NCV, PFT,Tread Mill
Testing, Ultrasound, Urodynamic Studies, X-Ray.
ClinicalSupportdepartments/Services:Ambulance,BloodBank/
BloodTransfusionsServices,Dietetics,Rehabilitation(Physiotherapy),
Transfusion Medicine.
Non Clinical and Administrative Departments : Pharmacy","0141-7122233, Raghvendra
Sharma, 8696940154",CGHS_hospitals,1,,26.7949218,75.8247122,"Narayana Hrudayalaya
Limited, Kumbha Marg, Rana Sanga Marg, Sector 28, Sanganer, Pratap Nagar, Jaipur, Rajasthan, Jaipur, 302033",26.7979204,75.8158714,302033,"Kumbha Marg, Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur District, Rajasthan, 302033, India",,0.3359375,0.655693069,0.579310345,0.738777422,0.003601074,0.192982456,0.036010742,0.59056482
297,"Jeevan Rekha Critical
Care And Trauma
Hospital","S24, Central Spine, Mahal Yojna, Jagatpura, Jaipur, Rajasthan",302025,Jaipur,Rajasthan,India,,,,,,26.8006132,75.8620282,GEOMETRIC_CENTER,"NON-NABL

NON-NABH","Gen.Purpose,Gen.Medicine,Gen.Surgery,Obstetrics,Gynecology
Orthopedics, Pediatrics, Plastic Surgery, Urology, Neuro Surgery, Neuro
Medicine,JointReplacement,Critical/ICUCare,Dialysis,Respiratory
Medicine (Pulmonology), Dental, ENT, Endoscopic Surgery, Sonography
Imaging / Radiology, LAB. and all available facilities.","0141-5155050,
8003399996, Mr.Yogesh
yadav
Mr. S.C. Janyani, 8561020098
9116117158
8003393393",CGHS_hospitals,1,,26.8006132,75.8620282,"Jeevan Rekha Critical
Care And Trauma
Hospital, S24, Central Spine, Mahal Yojna, Jagatpura, Jaipur, Rajasthan, Jaipur, 302025",26.8055374,75.8070951,302030,"NH52, Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur District, Rajasthan, 302030, India",,0.32,0.68035461,0.610294118,0.765700903,0.003744,0.150442478,0.03744,0.590901323
298,Jain Dental Hospital,"Tulsi Nagar, Near
Choudhary Petrol
Pump, Main Tonk Road, Jaipur",,Jaipur,Rajasthan,India,,,,,,26.8135477,75.8013909,GEOMETRIC_CENTER,NON-NABH,EXCLUSIVE DENTAL HOSPITAL,"9314432815, Dr. Neelesh
Benara, 9314432815",CGHS_hospitals,0,,,,"Jain Dental Hospital, Tulsi Nagar, Near
Choudhary Petrol
Pump, Main Tonk Road, Jaipur, Jaipur, ",26.9124336,75.7872709,302001,"Jacob Road, Hasanpura-C, Sodala, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur District, Rajasthan, 302001, India",,0.267716535,0.662169304,0.574468085,0.737430941,0.004709141,0.13592233,0.047091413,0.561863516
299,Sparsh Hospital.,"New Sanganer Rd, Asind Nagar, Dada Gurudev Nagar, Sanganer, Jaipur, Rajasthan",302029,Jaipur,Rajasthan,India,,,,,,26.8218548,75.780239,GEOMETRIC_CENTER,Non-NABH,"GeneralService,GeneralMedicine,GeneralSurgery,Obstetrics&
Gynaecology,Paediatrics,OrthopaedicsexcludingJointReplacement,
ICU & Critical Care Units, ENT Ophthalmology, Dental.
Laboratory Services : Haematology, Biochemistry
SpecialisedServices:UrologyincludingDialysisandLithotripsy,
OrthopaedicSurgery,EndoscopicSurgery,Gastroenterology,Medical
Oncology, Plastc & Reconstructive Surgery Radio Diagnosis & Imaging : X
Ray,Dental,X-Ray,OPG,BMD,Mammography,USG, USGDoppler,MRI,
CT, PETCT, SPECT.","0141-2733348,
2733349,
2733350, Dr. Jeetendra
Singh, 8963894224",CGHS_hospitals,1,,26.8218548,75.780239,"Sparsh Hospital., New Sanganer Rd, Asind Nagar, Dada Gurudev Nagar, Sanganer, Jaipur, Rajasthan, Jaipur, 302029",26.8218548,75.780239,302029,"Sparsh Hospital, NH52, Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur District, Rajasthan, 302029, India",,0.369369369,0.824400304,0.608695652,0.756756757,0.004301599,0.221153846,0.043015989,0.662857842
300,"FORTIS ESCORTS
HOSPITAL (A unit of
FORTIS HOSPITALS
LIMITED)","Jawahar Lal Nehru Marg, Sector 5, Malviya Nagar, Jaipur, Rajasthan",302017,Jaipur,Rajasthan,India,,,,,,26.84633336,75.80336871,GEOMETRIC_CENTER,"NABH - 16.06.2017
to 15.06.2020
NABL - 02.09.2018
to 01.09.2020","Clinical Services:
Anaesthesiology,CardiacAnaesthesia,Cardiology(invasiveandNon
invasive)CardiothoracicSurgery,CriticalandIntensiveCare,
DermatologyandVenereology,Dialysis,EmergencyMedicine,
Endocrinology, Family Medicine, Gastroenterology (Medical & Surgical)
GeneralMedicine,GeneralSurgery,Neonatology,Nephrology,
Neurology,Neurosurgery,Oncology(Medical&Surgical),Orthopedic
SurgeryincludingJointReplacement,PaediatricCardiology,Paediatric
Surgery,Paediatrics,PlasticandReconstructiveSurgery,Respiratory
Medicine,Rheumatology,TransplantationService(Heart&Renal),
Urology, Vascular Surgery.
Diagnostic Services, CT Scanning
Mammography, Ultrasound,         X-ray, Laboratory Services
ClinicalBio-Chemistry,ClinicalMicrobiologyandSerology,Clinical
Pathology,Cytopathology,haematology,Histopathology,Immuno-
haematology.
LABORATORY SERVICES:
ClinicalBiochemistry,ClinicalPathology,Haematology&
Immunohaematology,Microbiology&Serology,Histopathology,
Cytopathology.
Diagnostic Services
Mammography, X-Ray, Ultrasonography &  CT- Scan.","0141 -
2547000, IMRAN KHAN
ASHISH
SHARMA
DR JATINDER
MONGA
MAN SINGH, 8824575851
8963072342
8890141577
9001557982",CGHS_hospitals,1,,26.84633335,75.80336871,"FORTIS ESCORTS
HOSPITAL (A unit of
FORTIS HOSPITALS
LIMITED), Jawahar Lal Nehru Marg, Sector 5, Malviya Nagar, Jaipur, Rajasthan, Jaipur, 302017",26.8459436,75.8023832,302018,"Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur District, Rajasthan, 302018, India",,0.236111111,0.59982982,0.432098765,0.621835423,0.002676505,0.102941176,0.026765046,0.501411601
301,"Advanced Neurology &
Super Speciality
Hospital","D-357/358, Brain Tower, Gaurav Tower Marg, near Gaurav Tower, D-Block, Malviya Nagar, Jaipur, Rajasthan",302017,Jaipur,Rajasthan,India,,,,,,26.852097,75.810427,ROOFTOP,Non-NABH,"Anaesthesiology, Critical Care, Neurology, Neurosurgery","0141-2729204, Mr. Sanjeev K
Tiwari
Mr. Bhupender, 9867559948
6377130716",CGHS_hospitals,1,,26.852097,75.810427,"Advanced Neurology &
Super Speciality
Hospital, D-357/358, Brain Tower, Gaurav Tower Marg, near Gaurav Tower, D-Block, Malviya Nagar, Jaipur, Rajasthan, Jaipur, 302017",26.8521175,75.8104213,302017,"Advanced Neurology and Superspeciality Hospital, Pradhan Marg, Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur District, Rajasthan, 302017, India",,0.449101796,0.83048334,0.639175258,0.780863236,0.002689232,0.112582781,0.026892323,0.670592742
302,"Siddharth CT-Scan &
Imaging Centre","C-21, Lal Kothi,
Near Laxmi
Mandir Cinema, , Jaipur",,Jaipur,Rajasthan,India,,,,,,26.8539027,75.8046034,ROOFTOP,"NABL: 26.10.2017
to
25.10.2019","MRI,CT-Scan,USG,X-ray,EEG,NCV,BERA,VEP,EMGMammography,
OPG,CTMT,2D-EchoClinicalPathology,Biochemistry,Microbiology
(Exclusive Diagnostic Centre) and all available facilities","9414055093, Sh. Devkishan, 9414055093",CGHS_hospitals,0,,,,"Siddharth CT-Scan &
Imaging Centre, C-21, Lal Kothi,
Near Laxmi
Mandir Cinema, , Jaipur, Jaipur, ",26.8813469,75.7983037,302001,"Laxmi Mandir, Sahakar Marg, Pratap Nagar, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur District, Rajasthan, 302001, India",,0.236486486,0.593355713,0.475903614,0.659341431,0.004782655,0.123966942,0.047826549,0.512206084
303,"APEX HOSPITAL
PVT.LTD.","SP-4 & 6, Malviya Nagar Industrial Area, Malviya Nagar, Jaipur, Rajasthan",302017,Jaipur,Rajasthan,India,,,,,,26.85482767,75.82516524,ROOFTOP,"NABH Valid till:
02.02.2021
NABL valid till:
20.11.2020","thoracicsurgery,Critical&IntensiveCare,CTVS,DentalSciences,
DermatologyandVenereology,EmergencyMedicine,Fertility,
Gastroenterology(Medical&Surgery),GeneralMedicine,General
Surgery including Laparoscopic Surgery, Gastroenterology (Medical and
Surgery),InterventionalCardiology,InterventionalRadiology,
Neonatology,NephrologyincludingDialysis,Neurology,Neurosurgery,
ObstetricsandGynaecology,Oncology(Medical,Surgical,Radiation),
OrthopaedicSurgeryIncludingJointReplacementSurgery,
Otorhinolaryngology,PaediatricSurgery,Paediatrics,Plasticand
ReconstructiveSurgery,RespiratoryMedicine,Transplantationservice
(Renal), Urology, Vascular
LaboratoryServices: ClinicalBio-chemistry, ClinicalMicrobiology and
Serology,ClinicalPathology,Cytopathology,Haematology,
Histopathology
DiagnosticServices:CTScanning,MRI,Ultrasound,X-Ray,2DEcho,
EEG, Tread Mill Testing. Clinical Support departments/ services
BloodBank/BloodTransfusionsservices,Dietetics,Rehabilitation
(Occupational Therapy, Physiotherapy)
Non Clinical and Administrative Departments  Dispensary","0141-4101201, Mr Mahendra
Yadav
Mr Neeraj
Kumar Purohit, 9413487740
8769374564",CGHS_hospitals,1,,26.85482767,75.82516524,"APEX HOSPITAL
PVT.LTD., SP-4 & 6, Malviya Nagar Industrial Area, Malviya Nagar, Jaipur, Rajasthan, Jaipur, 302017",26.8546521,75.8252789,302017,"Apex Swasthya Kalyan Blood Bank, Apex Circle, Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur District, Rajasthan, 302017, India",,0.298507463,0.644076504,0.524691358,0.690760197,0.003563317,0.106557377,0.035633174,0.549935896
304,"Mahavir Jaipuria
Rajasthan Hospital","opp. Jaipuria Hospital, Jai Jawan Colony, Milap Nagar, Jaipur, Rajasthan",302018,Jaipur,Rajasthan,India,,,,,,26.8557993,75.802488,GEOMETRIC_CENTER,Non-NABH,"General Medicine, General Surgery, including Laparoscopic Surgery,
Obstetrics and Gynaecology, Paediatrics, Orthopedic excluding Joint
Replacement, ICU & Critical Care Units, ENT, Ophthalmology,
Dermatology, Dental Laboratory Services: Haematology,
Biochemistry, Microbiology, Serology, Specialised Services:
Cardiology (Consultation and Diagnostics). Interventional Cardiology,
Orthopedic Surgery including Joint Replacement and arthroscopic
Surgery, Neuro Surgery, Neuromedicine, Respiratory Diseases,
Critical Care Medicine, Radio Diagnosis & Imaging:  X-ray, USG, CT.","0141-2720020, MS. Shaily Bohra
Mr. Gyanish
Chandra, 9829093222
9891900036",CGHS_hospitals,1,,26.8557993,75.802488,"Mahavir Jaipuria
Rajasthan Hospital, opp. Jaipuria Hospital, Jai Jawan Colony, Milap Nagar, Jaipur, Rajasthan, Jaipur, 302018",26.8554938,75.8020044,302018,"hospital, JLN Marg, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur District, Rajasthan, 302018, India",,0.288,0.738359231,0.71942446,0.837707817,0.003776,0.269230769,0.03776,0.642305694
305,Tagore Hospital & Heart Care Centre Private Limited,"Tagore Lane, Mansarovar Sector 7, Shipra Path, Sector-7, Mansarovar, Jaipur, Rajasthan",302020,Jalandhar,Punjab,India,,,,,,26.8588985,75.7697027,GEOMETRIC_CENTER,NABH,All Available facilities as per NABH,M:99141.1.7731.,CGHS_hospitals,1,,26.8588985,75.7697027,"Tagore Hospital & Heart Care Centre Private Limited, Tagore Lane, Mansarovar Sector 7, Shipra Path, Sector-7, Mansarovar, Jaipur, Rajasthan, Jalandhar, 302020",26.8600311,75.7705795,302020,"Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur District, Rajasthan, 302020, India",,0.284810127,0.635225183,0.481927711,0.678453532,0.002884153,0.080882353,0.028841532,0.530529109
306,Centre For Sight,"34, 35, near HDFC Bank, Mauji Colony, Moji Nagar, Malviya Nagar, Jaipur, Rajasthan",302017,Jaipur,Rajasthan,India,,,,,,26.85946039,75.80815668,ROOFTOP,"NABH: 24.09.2019
to 23.09.2022",EXCLUSIVE EYE HOSPITAL,"0141-4010713, Rama Kant
Sharma, 9680499500",CGHS_hospitals,1,,26.85946038,75.8081566,"Centre For Sight, 34, 35, near HDFC Bank, Mauji Colony, Moji Nagar, Malviya Nagar, Jaipur, Rajasthan, Jaipur, 302017",26.8594394,75.8081567,302017,"Centre For Sight, Calgiri Road, Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur District, Rajasthan, 302017, India",,0.416666667,0.836035746,0.627586207,0.771297235,0.003938763,0.162162162,0.039387634,0.671354601
307,"Bhandari Hospital and
Research Centre","138-A,Vasundhra Colony, Gopalpura Bypass, Tonk Rd, Jaipur, Rajasthan",302018,Jaipur,Rajasthan,India,,,,,,26.8636174,75.7938962,GEOMETRIC_CENTER,"NABH: 21.05.2018
to 20.05.2021
NABL:
31.05.2019 to
30.05.2021","Anaesthesiology,Cardiology(Interventional&Non-Interventional)
Critical& IntensiveCare,DentalScience,EmergencyMedicine, General
Medicine, General Surgery including laparoscopic and minimal Surgery,
Gastro Intestinal Surgery, IVF Clinic, Medical Gastroenterology including
Endoscopy,NephrologyincludingDialysis,Neurology,Neurosurgery
including Spine Surgery, Obstertrics and Gynaecology Medical Oncology
including Chemotherapy, Surgical Oncology, Opthalmology, Orthopaedic
SurgeryincludingJointreplacement,Otorhinolaryngology,Paediatric
Surgery,PaediatricsincludingNeonatology,PlasticandRecontructive
Surgery Surgical Gastroenterology, Urology.
LaboratoryServices: ClinicalBio-chemistry, ClinicalMicrobiology and
Serology, Clinical Pathology, Cytopathology, Haematology.
Diagnostic Services : Bone Densitometry, DSA Lab/ Cath Lab, 2D Echo,
EEG,Mammography,TreadMillTesting,Ultrasound,Urodynamic
Studies, X-Ray.
ClinicalSupportdepartments/Services:Ambulance,Blood
TransfusionsServices,Dietetics,DayCareServicesRehabilitation
(Physiotherapy).
Non Clinical and Administrative Departments : Pharmacy","2703851
2703852, Dr. Anil
Bhandari, 8003295163",CGHS_hospitals,1,,26.8636174,75.7938962,"Bhandari Hospital and
Research Centre, 138-A,Vasundhra Colony, Gopalpura Bypass, Tonk Rd, Jaipur, Rajasthan, Jaipur, 302018",26.8636174,75.7938962,302018,"Bhandari Hospital and Research Centre, Mandir Marg, Durgapura, Gopalpura, Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur District, Rajasthan, 302018, India",,0.487654321,0.838300621,0.628571429,0.779260427,0.003833697,0.154929577,0.038336969,0.690667466
308,"APEX HOSPITAL
MANSAROVAR
PVT.LTD.,","Ward 27, 55, Rajat Path, Ward 27, Mansarovar Sector 5, Mansarovar, Jaipur, Rajasthan",302020,Jaipur,Rajasthan,India,,,,,,26.8657511,75.7626106,ROOFTOP,"NON-NABL
NON-NABH","ClinicalServices:Anaesthesiology,Cardiology,CriticalCare,Dental
Science,GeneralMedicine,GeneralSurgeryincludingLaparoscopic
Surgery,Obstetrics&Gynaecology,OrthopaedicSurgery,
Otorhinolaryngology, Paediatrics, Plastic Surgery, Urology
LaboratoryServices:ClinicalBiochemistry,ClinicalPathology,
Cytopathology, Haematology, Histopathology
Diagnostic Services: 2D Echo, ECG, Tread Mill Testing, Ultrasound, X-Ray
Transfusions Services: Blood Transfusions services
Pharmacy  Dispensary  Professions Allied to Medicine
Dietetics, Physiotherapy  Support Services Ambulance","2780388, Smt. Reena
Singh, 9799297949",CGHS_hospitals,1,,26.8657511,75.7626106,"APEX HOSPITAL
MANSAROVAR
PVT.LTD.,, Ward 27, 55, Rajat Path, Ward 27, Mansarovar Sector 5, Mansarovar, Jaipur, Rajasthan, Jaipur, 302020",26.8657969,75.7627418,302020,"Gopalpura, Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur District, Rajasthan, 302020, India",,0.257352941,0.578687435,0.459627329,0.637741484,0.002811419,0.12,0.028114187,0.509106557
